epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
34,1835.6,0.57989,0.47653,0.88404,0.9533,0.9276,0.94497,0.72791,0.79193,0.6453,1.01417,0.00112239,0.00112239,0.00112239
35,1886.33,0.58451,0.48843,0.86362,0.91219,0.92141,0.95434,0.73058,0.79234,0.65119,0.99185,0.00110589,0.00110589,0.00110589
36,1953.78,0.59311,0.48768,0.85839,0.88245,0.9,0.92437,0.7617,0.76828,0.60997,0.98829,0.00108938,0.00108938,0.00108938
37,2011.16,0.57538,0.47576,0.89046,0.94571,0.93333,0.97001,0.78329,0.70648,0.5349,0.9635,0.00107288,0.00107288,0.00107288
38,2070.37,0.55893,0.45474,0.85967,0.9592,0.93333,0.9733,0.79149,0.69209,0.51758,0.93779,0.00105638,0.00105638,0.00105638
39,2132.47,0.57011,0.44783,0.85247,0.95107,0.93333,0.97874,0.79118,0.67942,0.49294,0.93796,0.00103987,0.00103987,0.00103987
40,2197,0.54962,0.44016,0.86813,0.96797,0.96157,0.97457,0.79215,0.68633,0.50741,0.95727,0.00102337,0.00102337,0.00102337
41,2293.88,0.58376,0.4609,0.87216,0.96194,0.91094,0.93,0.77322,0.65671,0.60437,0.9465,0.00100687,0.00100687,0.00100687
42,2371.18,0.56167,0.43634,0.85557,0.97444,0.82615,0.92519,0.79003,0.65462,0.60625,0.93784,0.000990365,0.000990365,0.000990365
43,2450.78,0.53009,0.42599,0.85694,0.99013,0.81159,0.85936,0.71018,0.73873,0.73182,0.96356,0.000973861,0.000973861,0.000973861
44,2546.07,0.54828,0.4245,0.86281,0.94099,0.8728,0.91368,0.7624,0.70819,0.61876,0.95392,0.000957358,0.000957358,0.000957358
45,2694.19,0.52346,0.4187,0.8553,0.91532,0.9,0.96996,0.75567,0.75229,0.6263,0.94493,0.000940855,0.000940855,0.000940855
46,2852.26,0.52966,0.40896,0.85161,0.87774,0.93333,0.98313,0.79802,0.67483,0.51548,0.94453,0.000924352,0.000924352,0.000924352
47,2956.3,0.54836,0.42136,0.86114,0.94187,0.84951,0.95115,0.77797,0.72445,0.53486,0.97884,0.000907848,0.000907848,0.000907848
48,3104.17,0.50095,0.39156,0.84939,0.92915,0.93043,0.9841,0.78637,0.68083,0.49632,0.93364,0.000891345,0.000891345,0.000891345
49,3249.25,0.51344,0.40938,0.86129,0.97454,0.9,0.93064,0.78338,0.66504,0.50502,0.95278,0.000874842,0.000874842,0.000874842
50,3324.32,0.51742,0.40018,0.86213,0.92585,0.93111,0.96335,0.78999,0.66916,0.46247,0.92767,0.000858338,0.000858338,0.000858338
51,3386.88,0.50089,0.39247,0.85248,0.97103,0.9,0.96254,0.79907,0.65372,0.4905,0.91906,0.000841835,0.000841835,0.000841835
52,3457.71,0.50391,0.38066,0.85133,0.95982,0.89716,0.9322,0.7834,0.63548,0.57515,0.90954,0.000825332,0.000825332,0.000825332
53,3568.08,0.48357,0.3771,0.84813,0.9551,0.89963,0.91395,0.74151,0.6999,0.57946,0.92691,0.000808828,0.000808828,0.000808828
54,3651.48,0.50089,0.37841,0.84779,0.9441,0.92472,0.92917,0.76351,0.66918,0.55504,0.92802,0.000792325,0.000792325,0.000792325
55,3724.67,0.47938,0.37495,0.84141,0.89586,0.93333,0.95306,0.78244,0.66833,0.50918,0.92306,0.000775822,0.000775822,0.000775822
56,3799.72,0.50253,0.38195,0.83935,0.93014,0.92902,0.95722,0.78204,0.67908,0.50458,0.93521,0.000759318,0.000759318,0.000759318
57,3867.57,0.48913,0.37719,0.84579,0.96569,0.93333,0.95367,0.77051,0.66482,0.50967,0.93121,0.000742815,0.000742815,0.000742815
58,3928.47,0.50363,0.38258,0.8538,0.94838,0.93007,0.93,0.7641,0.6715,0.48725,0.9561,0.000726312,0.000726312,0.000726312
59,4007.71,0.48636,0.37145,0.84183,0.95652,0.89944,0.9434,0.77646,0.6763,0.48828,0.94071,0.000709809,0.000709809,0.000709809
60,4142.48,0.47301,0.36898,0.8482,0.99109,0.88965,0.96338,0.78768,0.68203,0.45645,0.95143,0.000693305,0.000693305,0.000693305
61,4205.69,0.46134,0.34723,0.84166,0.92094,0.96667,0.97131,0.81445,0.60957,0.46595,0.909,0.000676802,0.000676802,0.000676802
62,4271.82,0.47832,0.3598,0.85605,0.90971,0.95893,0.94933,0.78692,0.65123,0.46011,0.91903,0.000660299,0.000660299,0.000660299
63,4337.91,0.46516,0.35768,0.83928,0.95465,0.8958,0.95329,0.82053,0.59837,0.47925,0.8987,0.000643795,0.000643795,0.000643795
64,4430.06,0.4677,0.3546,0.8465,0.94388,0.92791,0.95898,0.78811,0.65928,0.51186,0.91792,0.000627292,0.000627292,0.000627292
65,4488.04,0.46041,0.3433,0.83877,0.94182,0.93177,0.96078,0.79115,0.62387,0.47937,0.91391,0.000610789,0.000610789,0.000610789
66,4555.43,0.47352,0.35314,0.84134,0.95647,0.93333,0.96603,0.79849,0.65121,0.46219,0.9212,0.000594286,0.000594286,0.000594286
67,4620.16,0.4802,0.35866,0.83804,0.98907,0.89558,0.96515,0.80021,0.62104,0.42168,0.90778,0.000577782,0.000577782,0.000577782
68,4697.13,0.45635,0.35469,0.8407,0.94988,0.93114,0.96593,0.80777,0.61899,0.41748,0.90419,0.000561279,0.000561279,0.000561279
69,4772.79,0.44442,0.3369,0.84672,0.95076,0.93072,0.97614,0.82683,0.62745,0.42846,0.90731,0.000544776,0.000544776,0.000544776
70,4854.65,0.4485,0.34597,0.83585,0.96114,0.93125,0.97928,0.80622,0.64806,0.42924,0.91925,0.000528272,0.000528272,0.000528272
71,4954.95,0.45157,0.3408,0.84532,0.95707,0.93095,0.97412,0.79312,0.63737,0.45523,0.90541,0.000511769,0.000511769,0.000511769
72,5095.79,0.44101,0.33091,0.83682,0.9646,0.93065,0.92917,0.77067,0.67123,0.48113,0.91686,0.000495266,0.000495266,0.000495266
73,5172.32,0.43939,0.32968,0.84893,0.97585,0.92988,0.92917,0.76494,0.61746,0.46679,0.90602,0.000478762,0.000478762,0.000478762
74,5258.49,0.42092,0.32692,0.83016,0.96041,0.93031,0.93982,0.79222,0.61121,0.46988,0.8941,0.000462259,0.000462259,0.000462259
75,5340.09,0.41341,0.32105,0.83102,0.9722,0.93324,0.95042,0.80742,0.59064,0.42849,0.89298,0.000445756,0.000445756,0.000445756
76,5432.05,0.42486,0.32219,0.83543,0.96603,0.93197,0.95227,0.80472,0.61368,0.44353,0.89389,0.000429253,0.000429253,0.000429253
77,5509.03,0.41905,0.31613,0.82939,0.96496,0.93234,0.9545,0.80228,0.62199,0.43994,0.89988,0.000412749,0.000412749,0.000412749
78,5573.7,0.41938,0.3239,0.82922,0.96746,0.93291,0.96267,0.81414,0.63633,0.43239,0.91506,0.000396246,0.000396246,0.000396246
79,5641.39,0.39444,0.29922,0.82288,0.97325,0.93333,0.96267,0.80504,0.61538,0.41395,0.91196,0.000379743,0.000379743,0.000379743
80,5775.26,0.39926,0.30454,0.83687,0.96812,0.93109,0.9545,0.78831,0.6333,0.41344,0.91236,0.000363239,0.000363239,0.000363239
81,5855.44,0.40853,0.31396,0.83506,0.9795,0.92184,0.95333,0.79812,0.60676,0.42129,0.90343,0.000346736,0.000346736,0.000346736
82,5930.17,0.39736,0.30407,0.82963,0.99668,0.9,0.9275,0.77779,0.60934,0.41128,0.9054,0.000330233,0.000330233,0.000330233
83,5997.25,0.37851,0.29154,0.81948,0.99651,0.9,0.9275,0.77683,0.65473,0.45112,0.92796,0.000313729,0.000313729,0.000313729
84,6094.09,0.38029,0.28879,0.82273,0.99414,0.9,0.9275,0.78111,0.62666,0.42158,0.92816,0.000297226,0.000297226,0.000297226
85,6225.96,0.38346,0.29421,0.82205,0.98779,0.90246,0.95042,0.78874,0.60264,0.42191,0.90319,0.000280723,0.000280723,0.000280723
86,6330.11,0.38809,0.28975,0.82311,0.95581,0.93242,0.95882,0.8066,0.63211,0.42575,0.91089,0.00026422,0.00026422,0.00026422
87,6402.32,0.36762,0.28126,0.82356,0.9877,0.9,0.9471,0.79435,0.63423,0.41439,0.91457,0.000247716,0.000247716,0.000247716
88,6474.02,0.38591,0.30005,0.83305,0.96872,0.93101,0.95579,0.80831,0.62516,0.41806,0.91207,0.000231213,0.000231213,0.000231213
89,6592.68,0.38032,0.2871,0.824,0.97049,0.93119,0.95882,0.79935,0.63271,0.41756,0.92399,0.00021471,0.00021471,0.00021471
90,6684.5,0.368,0.28097,0.82707,0.97033,0.93112,0.93,0.78686,0.61958,0.42396,0.91848,0.000198206,0.000198206,0.000198206
91,6754.83,0.31837,0.25135,0.8087,0.97759,0.93185,0.93,0.78737,0.62718,0.44235,0.92315,0.000181703,0.000181703,0.000181703
92,6830.19,0.32488,0.25193,0.81452,0.97738,0.93092,0.93,0.78038,0.61917,0.42571,0.92291,0.0001652,0.0001652,0.0001652
93,6894.97,0.30549,0.24207,0.8047,0.97748,0.92957,0.94633,0.79881,0.61211,0.42467,0.92724,0.000148696,0.000148696,0.000148696
94,6962.74,0.30911,0.24892,0.79632,0.97761,0.92336,0.93,0.79268,0.58469,0.43615,0.90216,0.000132193,0.000132193,0.000132193
95,7098.66,0.3058,0.23881,0.80321,0.98149,0.91434,0.93,0.80224,0.5752,0.43322,0.90403,0.00011569,0.00011569,0.00011569
96,7165.81,0.31184,0.23831,0.8016,0.98136,0.92026,0.9513,0.82097,0.57391,0.42652,0.90326,9.91865e-05,9.91865e-05,9.91865e-05
97,7239.54,0.30557,0.24251,0.79768,0.98163,0.9321,0.95227,0.8117,0.57292,0.42466,0.90095,8.26832e-05,8.26832e-05,8.26832e-05
98,7308.83,0.28884,0.23111,0.79915,0.98383,0.93248,0.94633,0.80805,0.5737,0.42313,0.90127,6.61799e-05,6.61799e-05,6.61799e-05
99,7419.41,0.30291,0.23737,0.79005,0.98365,0.93225,0.9469,0.80861,0.57744,0.42209,0.90235,4.96766e-05,4.96766e-05,4.96766e-05
100,7484.65,0.28662,0.23011,0.78314,0.98191,0.9318,0.94581,0.80663,0.57779,0.42094,0.90164,3.31733e-05,3.31733e-05,3.31733e-05
